          0    -1.79986      9.9501     2.21347    -9.75195
      0.025    -1.79983     9.95013     2.21347    -9.75195
       0.05    -1.79981     9.95015     2.21347    -9.75195
      0.075     -1.7998     9.95016     2.21347    -9.75195
        0.1    -1.79977      9.9502     2.21347    -9.75195
      0.126    -1.79977      9.9502     2.21347    -9.75195
       0.15    -1.79972     9.95026     2.21347    -9.75195
      0.175    -1.79972     9.95026     2.21347    -9.75195
        0.2    -1.79967     9.95031     2.21347    -9.75195
      0.225    -1.79966     9.95031     2.21347    -9.75195
       0.25    -1.79962     9.95035     2.21347    -9.75195
      0.275    -1.79962     9.95035     2.21347    -9.75195
        0.3    -1.79957     9.95038     2.21347    -9.75195
      0.325    -1.79957     9.95038     2.21347    -9.75195
       0.35    -1.79951     9.95042     2.21347    -9.75195
      0.375    -1.79951     9.95042     2.21347    -9.75195
        0.4    -1.79944     9.95044     2.21347    -9.75195
      0.425    -1.79944     9.95044     2.21347    -9.75195
       0.45    -1.79933     9.95046     2.21347    -9.75195
      0.476    -1.79933     9.95046     2.21347    -9.75195
        0.5    -1.79926     9.95047     2.21347    -9.75195
      0.525    -1.79926     9.95047     2.21347    -9.75195
       0.55    -1.79918     9.95047     2.21347    -9.75195
      0.575    -1.79918     9.95047     2.21347    -9.75195
        0.6    -1.79907     9.95045     2.21347    -9.75195
      0.625    -1.79894     9.95043     2.21347    -9.75195
       0.65    -1.79894     9.95043     2.21347    -9.75195
      0.675    -1.79881     9.95036     2.21347    -9.75195
        0.7    -1.79878     9.95034     2.21347    -9.75195
      0.725    -1.79865     9.95026     2.21347    -9.75195
       0.75    -1.79865     9.95026     2.21347    -9.75195
      0.775    -1.79851     9.95015     2.21347    -9.75195
        0.8    -1.79851     9.95015     2.21347    -9.75195
      0.825    -1.79836     9.95004     2.21347    -9.75195
       0.85    -1.79836     9.95004     2.21347    -9.75195
      0.875    -1.79816     9.94989     2.21347    -9.75195
        0.9    -1.79816     9.94989     2.21347    -9.75195
      0.925    -1.79791     9.94969     2.21347    -9.75195
       0.95    -1.79791     9.94969     2.21347    -9.75195
      0.975    -1.79771      9.9495     2.21347    -9.75195
          1    -1.79771      9.9495     2.21347    -9.75195
      1.025    -1.79742     9.94925     2.21347    -9.75195
       1.05    -1.79742     9.94925     2.21347    -9.75195
      1.075    -1.79711     9.94896     2.21347    -9.75195
        1.1    -1.79684     9.94871     2.21347    -9.75195
      1.125    -1.79671     9.94861     2.21347    -9.75195
       1.15    -1.79671     9.94861     2.21347    -9.75195
      1.175    -1.79649     9.94844     2.21347    -9.75195
        1.2    -1.79627     9.94827     2.21347    -9.75195
      1.225    -1.79627     9.94827     2.21347    -9.75195
       1.25    -1.79604      9.9481     2.21347    -9.75195
      1.275    -1.79604      9.9481     2.21347    -9.75195
        1.3    -1.79574     9.94786     2.21347    -9.75195
      1.325    -1.79574     9.94786     2.21347    -9.75195
       1.35    -1.79534     9.94756     2.21347    -9.75195
      1.375    -1.79534     9.94756     2.21347    -9.75195
      1.401    -1.79506     9.94734     2.21347    -9.75195
      1.425    -1.79506     9.94734     2.21347    -9.75195
       1.45    -1.79476      9.9471     2.21347    -9.75195
      1.475    -1.79476      9.9471     2.21347    -9.75195
        1.5    -1.79437     9.94679     2.21347    -9.75195
      1.525    -1.79395     9.94646     2.21347    -9.75195
       1.55    -1.79386     9.94639     2.21347    -9.75195
      1.575    -1.79386     9.94639     2.21347    -9.75195
      1.601    -1.79351      9.9461     2.21347    -9.75195
