   0.413615    0.198147
   0.413641    0.198179
   0.413659      0.1982
   0.413669    0.198212
   0.413703    0.198253
   0.413703    0.198253
   0.413751    0.198307
   0.413751    0.198307
   0.413801    0.198356
   0.413809    0.198364
   0.413854      0.1984
   0.413854      0.1984
   0.413901    0.198432
   0.413901    0.198432
   0.413965    0.198465
   0.413965    0.198465
   0.414037     0.19849
   0.414037     0.19849
   0.414138    0.198512
   0.414138    0.198512
   0.414212    0.198516
   0.414212    0.198516
   0.414292    0.198515
   0.414292    0.198515
   0.414404      0.1985
   0.414531    0.198478
   0.414531    0.198478
   0.414663     0.19841
   0.414689     0.19839
   0.414819    0.198305
   0.414819    0.198305
   0.414962    0.198201
   0.414962    0.198201
   0.415111    0.198089
   0.415111    0.198089
   0.415309    0.197939
   0.415309    0.197939
   0.415564    0.197735
   0.415564    0.197735
   0.415767    0.197553
   0.415767    0.197553
   0.416049    0.197297
   0.416049    0.197297
    0.41636     0.19701
   0.416633     0.19676
   0.416764    0.196656
   0.416764    0.196656
   0.416987    0.196485
   0.417205     0.19632
   0.417205     0.19632
   0.417434    0.196146
   0.417434    0.196146
   0.417738    0.195912
   0.417738    0.195912
   0.418132    0.195606
   0.418132    0.195606
   0.418414    0.195387
   0.418414    0.195387
   0.418711    0.195153
   0.418711    0.195153
   0.419104    0.194843
   0.419522     0.19451
   0.419609    0.194441
   0.419609    0.194441
   0.419967    0.194154
    0.42033    0.193852
    0.42033    0.193852
   0.420794    0.193455
   0.420794    0.193455
   0.421389    0.192948
   0.421389    0.192948
    0.42181    0.192589
    0.42181    0.192589
   0.422372    0.192114
   0.422372    0.192114
   0.423092      0.1915
   0.423092      0.1915
   0.423585    0.191078
   0.423585    0.191078
   0.424099    0.190639
   0.424099    0.190639
    0.42483    0.190028
    0.42483    0.190028
   0.425784    0.189225
   0.425784    0.189225
   0.426448      0.1886
   0.426448      0.1886
   0.427108     0.18797
   0.427607    0.187492
   0.427862    0.187249
   0.427862    0.187249
    0.42838    0.186753
   0.428916     0.18624
   0.428916     0.18624
   0.429471    0.185709
   0.429471    0.185709
   0.430189    0.185023
   0.430189    0.185023
   0.430935    0.184308
   0.430935    0.184308
    0.43187    0.183415
    0.43187    0.183415
   0.432516    0.182796
   0.432516    0.182796
   0.433183    0.182159
   0.433183    0.182159
   0.434041    0.181337
    0.43493    0.180486
   0.435111    0.180312
   0.435111    0.180312
   0.435852    0.179605
    0.43661    0.178878
    0.43661    0.178878
   0.437389    0.178132
   0.437389    0.178132
   0.438393    0.177172
   0.438393    0.177172
    0.43964    0.175977
    0.43964    0.175977
   0.440281    0.175364
   0.441377    0.174314
   0.441377    0.174314
   0.442504    0.173234
   0.442735    0.173014
   0.443667    0.172121
   0.443667    0.172121
   0.444621    0.171206
   0.444621    0.171206
   0.445744    0.170131
   0.445744    0.170131
   0.447187    0.168747
   0.447187    0.168747
   0.448109    0.167863
   0.448109    0.167863
   0.449056    0.166954
   0.449056    0.166954
   0.450425    0.165516
   0.452142    0.163874
   0.452486    0.163545
   0.452486    0.163545
   0.453882    0.162208
   0.455309    0.160841
   0.455309    0.160841
   0.457133    0.159093
   0.457133    0.159093
   0.459383    0.156937
   0.459383    0.156937
    0.46092    0.155464
    0.46092    0.155464
   0.462486    0.153963
   0.462486    0.153963
   0.464486    0.152045
    0.46612    0.150478
   0.466949    0.149683
   0.466949    0.149683
   0.468628    0.148073
   0.468628    0.148073
    0.47077    0.146018
    0.47077    0.146018
   0.473405     0.14349
   0.473405     0.14349
     0.4752    0.141767
   0.477027    0.140014
   0.477027    0.140014
   0.478884    0.138231
   0.478884    0.138231
    0.48125    0.135959
    0.48125    0.135959
   0.484155    0.133169
   0.484155    0.133169
   0.486131    0.131271
   0.486131    0.131271
    0.48814    0.129341
   0.490181    0.127379
   0.490181    0.127379
   0.492777    0.124883
   0.492777    0.124883
    0.49596    0.121823
    0.49596    0.121823
   0.498122    0.119743
   0.498122    0.119743
   0.500871    0.117098
   0.500871    0.117098
   0.503672    0.114402
