           0            0            0
       0.025  5.13059e-06 -3.82099e-05
        0.05  2.13507e-05 -0.000159009
       0.075  4.86135e-05 -0.000362053
         0.1  8.68645e-05  -0.00064692
       0.126  0.000138241  -0.00102954
        0.15  0.000196106  -0.00146051
       0.175  0.000266987  -0.00198839
         0.2  0.000348636  -0.00259646
       0.225  0.000440999  -0.00328426
        0.25  0.000544017  -0.00405146
       0.275  0.000657636  -0.00489762
         0.3  0.000781806  -0.00582233
       0.325  0.000916465  -0.00682518
        0.35   0.00106158  -0.00790562
       0.375   0.00121706  -0.00906353
         0.4   0.00138289   -0.0102983
       0.425   0.00155898   -0.0116096
        0.45   0.00174531    -0.012997
       0.476   0.00194986   -0.0145203
         0.5   0.00214842   -0.0159985
       0.525   0.00236509   -0.0176119
        0.55   0.00259177   -0.0192997
       0.575   0.00282841   -0.0210618
         0.6     0.003075   -0.0228968
       0.625   0.00333137   -0.0248058
        0.65   0.00359757   -0.0267879
       0.675   0.00387372   -0.0288389
         0.7   0.00415945   -0.0309642
       0.725   0.00445508   -0.0331571
        0.75   0.00475999   -0.0354264
       0.775   0.00507482   -0.0377603
         0.8   0.00539878   -0.0401708
       0.825   0.00573275   -0.0426424
        0.85   0.00607557   -0.0451925
       0.875   0.00642857   -0.0477982
         0.9   0.00679006   -0.0504861
       0.925   0.00716196   -0.0532232
        0.95   0.00754194    -0.056047
       0.975   0.00793209   -0.0589212
           1   0.00833035   -0.0618796
       1.025   0.00873917   -0.0648792
        1.05   0.00915553   -0.0679702
       1.075    0.0095826    -0.071097
         1.1    0.0100184   -0.0742919
       1.125    0.0104622   -0.0775678
        1.15    0.0109142    -0.080919
       1.175    0.0113762   -0.0843143
         1.2     0.011847   -0.0877716
       1.225    0.0123252   -0.0913146
        1.25    0.0128135   -0.0948964
       1.275    0.0133089   -0.0985656
         1.3    0.0138149    -0.102263
       1.325    0.0143274    -0.106057
        1.35    0.0148509    -0.109866
       1.375    0.0153803    -0.113782
       1.401    0.0159416    -0.117886
       1.425     0.016466    -0.121764
        1.45    0.0170223    -0.125824
       1.475    0.0175849    -0.129983
         1.5    0.0181584    -0.134149
       1.525    0.0187403    -0.138369
        1.55     0.019328    -0.142691
       1.575     0.019923    -0.147085
       1.601     0.020553    -0.151665
       1.625    0.0211418    -0.155951
        1.65    0.0217608    -0.160517
       1.676    0.0224148    -0.165278
         1.7    0.0230242    -0.169772
       1.725    0.0236692    -0.174443
        1.75    0.0243194    -0.179235
       1.775    0.0249792    -0.184034
         1.8    0.0256447    -0.188937
       1.825     0.026321    -0.193822
       1.851    0.0270291    -0.199036
       1.875    0.0276937    -0.203809
         1.9    0.0283894    -0.208929
       1.925    0.0290952    -0.214037
        1.95    0.0298058    -0.219264
       1.975    0.0305267    -0.224472
           2    0.0312519    -0.229805
       2.025    0.0319902    -0.235064
        2.05    0.0327301      -0.2405
       2.075    0.0334846     -0.24582
       2.101    0.0342692     -0.25158
       2.125    0.0349994    -0.256906
        2.15    0.0357678    -0.262546
       2.175    0.0365399    -0.268226
         2.2    0.0373197     -0.27396
       2.226    0.0381393    -0.279981
        2.25    0.0389036    -0.285592
       2.275    0.0397037    -0.291476
         2.3    0.0405104    -0.297409
       2.326    0.0413596    -0.303643
        2.35    0.0421466    -0.309434
       2.375    0.0429764    -0.315526
         2.4    0.0438085     -0.32165
       2.425    0.0446514    -0.327839
        2.45    0.0454963     -0.33406
       2.475    0.0463522    -0.340345
         2.5    0.0472087    -0.346656
       2.526    0.0481124    -0.353292
        2.55    0.0489485    -0.359447
       2.575      0.04983    -0.365921
         2.6    0.0507133    -0.372426
       2.625    0.0516074    -0.378992
        2.65    0.0525018    -0.385582
       2.675    0.0534019    -0.392219
       2.701      0.05435    -0.399185
       2.725    0.0552322    -0.405665
        2.75    0.0561515     -0.41244
       2.776    0.0571141    -0.419532
         2.8    0.0580137     -0.42614
       2.825    0.0589506    -0.433045
        2.85    0.0598995    -0.440016
       2.875    0.0608461    -0.447003
         2.9    0.0618069    -0.454061
       2.925     0.062763    -0.461125
        2.95    0.0637354    -0.468269
       2.975     0.064708    -0.475436
           3    0.0656822    -0.482632
       3.025    0.0666717    -0.489903
        3.05    0.0676568     -0.49718
       3.075    0.0686555    -0.504529
         3.1    0.0696533    -0.511894
       3.125    0.0706654    -0.519332
        3.15    0.0716739    -0.526778
       3.175    0.0726971    -0.534298
         3.2     0.073715    -0.541813
       3.225    0.0747491    -0.549414
        3.25    0.0757742    -0.556998
       3.275    0.0768191    -0.564679
         3.3    0.0778605    -0.572355
       3.325    0.0789161    -0.580115
        3.35    0.0799675    -0.587869
       3.375    0.0810337    -0.595708
         3.4    0.0821035    -0.603327
       3.425    0.0831593    -0.611194
        3.45    0.0842371    -0.619133
       3.475    0.0853241    -0.627123
         3.5    0.0863991    -0.635105
       3.525    0.0874786    -0.643121
        3.55    0.0885807    -0.651224
       3.575    0.0896646    -0.659301
         3.6    0.0907767    -0.667478
       3.625    0.0918643    -0.675614
        3.65    0.0929861    -0.683865
       3.675    0.0940924    -0.692095
         3.7     0.095224    -0.700418
       3.725     0.096339    -0.708721
        3.75    0.0974803    -0.717117
       3.775    0.0985983    -0.725471
         3.8     0.099726    -0.733873
       3.825     0.100869    -0.742341
        3.85      0.10203    -0.750879
       3.875      0.10317    -0.759384
         3.9     0.104339    -0.767991
       3.925     0.105481    -0.776543
        3.95      0.10666    -0.785219
       3.975     0.107803    -0.793814
           4      0.10899    -0.802559
       4.025     0.110154    -0.811258
        4.05     0.111322    -0.819987
       4.075     0.112523    -0.828832
         4.1     0.113698    -0.837624
       4.125     0.114908    -0.846536
        4.15     0.116083    -0.855367
       4.175     0.117302    -0.864344
       4.201     0.118525    -0.873572
       4.225     0.119703    -0.882254
       4.251      0.12095    -0.891591
       4.275     0.122136    -0.900334
         4.3     0.123341     -0.90937
       4.325     0.124549     -0.91843
       4.351     0.125847    -0.928001
       4.375     0.127003    -0.936723
         4.4     0.128259    -0.945988
       4.425     0.129462    -0.955106
        4.45     0.130726    -0.964432
       4.475     0.131955    -0.973661
         4.5     0.133227     -0.98305
       4.525     0.134452    -0.992303
        4.55     0.135732     -1.00175
       4.575     0.136963     -1.01106
         4.6     0.138251     -1.02057
       4.625     0.139489     -1.02992
        4.65     0.140785     -1.03949
       4.675     0.142016     -1.04886
       4.701     0.143372     -1.05887
       4.726     0.144632     -1.06837
        4.75     0.145891     -1.07767
       4.775     0.147158     -1.08721
         4.8     0.148476     -1.09696
       4.825     0.149749     -1.10655
        4.85     0.151012     -1.11612
       4.875     0.152342     -1.12595
         4.9     0.153609     -1.13557
       4.925     0.154933     -1.14541
        4.95      0.15622     -1.15511
       4.975     0.157564     -1.16505
           5     0.158843     -1.17476
       5.025     0.160194     -1.18475
        5.05     0.161478      -1.1945
       5.075     0.162821     -1.20449
         5.1     0.164125     -1.21433
       5.125      0.16549     -1.22444
        5.15     0.166799     -1.23432
       5.175     0.168172     -1.24448
         5.2     0.169486     -1.25441
       5.225     0.170865     -1.26462
        5.25     0.172169     -1.27453
       5.275     0.173474     -1.28444
         5.3     0.174863     -1.29473
       5.325     0.176173     -1.30468
        5.35     0.177552     -1.31494
       5.375     0.178952     -1.32531
         5.4     0.180286     -1.33539
       5.426     0.181678     -1.34591
        5.45     0.183032     -1.35593
       5.475     0.184355     -1.36598
         5.5     0.185771     -1.37648
       5.525     0.187079     -1.38647
        5.55     0.188501     -1.39702
       5.575     0.189852     -1.40722
         5.6     0.191281     -1.41781
       5.625     0.192635     -1.42805
        5.65      0.19407     -1.43869
       5.675      0.19541     -1.44887
         5.7     0.196851     -1.45956
       5.725     0.198174     -1.46965
        5.75     0.199622     -1.48039
       5.775     0.200989     -1.49073
         5.8     0.202443     -1.50151
       5.825     0.203814     -1.51188
        5.85     0.205165     -1.52215
       5.875     0.206628       -1.533
         5.9     0.207983     -1.54329
       5.925     0.209429     -1.55408
        5.95     0.210809     -1.56452
       5.975     0.212284     -1.57546
           6     0.213668     -1.58593
       6.025     0.215149     -1.59693
        6.05     0.216536     -1.60744
       6.075     0.218023     -1.61848
         6.1     0.219389     -1.62889
       6.125     0.220756      -1.6393
        6.15     0.222225     -1.65027
       6.175     0.223724      -1.6614
         6.2      0.22512       -1.672
       6.225     0.226518     -1.68261
        6.25     0.228025     -1.69381
       6.276     0.229458     -1.70476
         6.3      0.23091     -1.71555
       6.325     0.232255     -1.72595
        6.35     0.233773     -1.73723
       6.375     0.235178     -1.74795
         6.4     0.236701     -1.75927
       6.426     0.238169     -1.77049
        6.45     0.239637      -1.7814
       6.475     0.241046     -1.79219
         6.5     0.242424     -1.80285
       6.525      0.24396     -1.81428
        6.55     0.245338     -1.82498
       6.575     0.246881     -1.83646
       6.601     0.248321     -1.84765
       6.625     0.249772     -1.85856
        6.65     0.251219     -1.86964
       6.675     0.252772     -1.88119
         6.7     0.254151     -1.89201
       6.725     0.255709     -1.90361
        6.75     0.257088     -1.91447
       6.775     0.258651     -1.92611
         6.8     0.259991     -1.93687
       6.825     0.261559     -1.94855
        6.85     0.262975     -1.95965
       6.875     0.264548     -1.97137
         6.9     0.265965     -1.98252
       6.925     0.267543     -1.99429
        6.95     0.268919     -2.00532
       6.975     0.270292     -2.01638
           7     0.271835     -2.02806
       7.025     0.273423     -2.03991
        7.05      0.27482     -2.05132
       7.075     0.276188      -2.0627
         7.1     0.277783     -2.07461
       7.125     0.279075     -2.08587
        7.15     0.280674     -2.09782
       7.176     0.281938     -2.10946
         7.2     0.283477     -2.12098
       7.225     0.284798     -2.13249
        7.25     0.286405     -2.14453
       7.275     0.287728     -2.15606
         7.3      0.28934     -2.16814
       7.325     0.290574     -2.17965
        7.35     0.292189     -2.19177
       7.375     0.293335     -2.20314
         7.4     0.294954      -2.2153
       7.425     0.296245     -2.22705
        7.45     0.297542      -2.2387
       7.475     0.299166     -2.25092
         7.5      0.30037     -2.26252
       7.525     0.301998     -2.27478
        7.55     0.303209     -2.28624
       7.575     0.304739     -2.29859
         7.6     0.306057      -2.3102
       7.625     0.307692     -2.32254
        7.65     0.309018     -2.33412
       7.675     0.310657      -2.3465
         7.7     0.311893     -2.35885
       7.725     0.313536     -2.37128
        7.75     0.314713     -2.38291
       7.775     0.315869     -2.39486
         7.8     0.317516     -2.40735
       7.825     0.318716      -2.4189
        7.85     0.320276     -2.43123
       7.875     0.322828     -2.42611
         7.9     0.324489     -2.43859
       7.925     0.329194     -2.40043
        7.95     0.330876      -2.4127
       7.975     0.334356     -2.39123
           8     0.336053     -2.40337
       8.025     0.339938     -2.37373
       8.051     0.344153     -2.33983
       8.075     0.346267     -2.34019
         8.1     0.348001     -2.35191
       8.125     0.351957       -2.319
        8.15     0.355645     -2.28934
